ItemNo	Clause	Distractor	Grammaticality	Condition	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	sentence	model	modelname	surp	exp
42	appos	singular	ungram	e.appos.singular.ungram	Nicole	hugged	the	student,	who	the	bully	tease	during	lunch	at	school.						Nicole hugged the student, who the bully tease	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	19.999403178691864	exp3
43	restr	plural	gram	e.restr.plural.gram	Angela	followed	the	philosophers	who	the	scientist	discusses	during	the	radio	program.						Angela followed the philosophers who the scientist discusses	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	12.967187110334637	exp3
43	restr	singular	gram	e.restr.singular.gram	Angela	followed	the	philosopher	who	the	scientist	discusses	during	the	radio	program.						Angela followed the philosopher who the scientist discusses	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	12.972078283317389	exp3
43	restr	plural	ungram	e.restr.plural.ungram	Angela	followed	the	philosophers	who	the	scientist	discuss	during	the	radio	program.						Angela followed the philosophers who the scientist discuss	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	15.681238174438477	exp3
43	restr	singular	ungram	e.restr.singular.ungram	Angela	followed	the	philosopher	who	the	scientist	discuss	during	the	radio	program.						Angela followed the philosopher who the scientist discuss	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	17.64492416381836	exp3
43	appos	plural	gram	e.appos.plural.gram	Angela	followed	the	philosophers,	who	the	scientist	discusses	during	the	radio	program.						Angela followed the philosophers, who the scientist discusses	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	12.145738632418215	exp3
43	appos	singular	gram	e.appos.singular.gram	Angela	followed	the	philosopher,	who	the	scientist	discusses	during	the	radio	program.						Angela followed the philosopher, who the scientist discusses	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	12.26386453351006	exp3
43	appos	plural	ungram	e.appos.plural.ungram	Angela	followed	the	philosophers,	who	the	scientist	discuss	during	the	radio	program.						Angela followed the philosophers, who the scientist discuss	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	16.13179588317871	exp3
43	appos	singular	ungram	e.appos.singular.ungram	Angela	followed	the	philosopher,	who	the	scientist	discuss	during	the	radio	program.						Angela followed the philosopher, who the scientist discuss	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	17.42156410217285	exp3
44	restr	plural	gram	e.restr.plural.gram	Lisa	revered	the	lawyers	who	the	candidate	consults	every	morning	before	the	meeting.					Lisa revered the lawyers who the candidate consults	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	17.58930802345276	exp3
44	restr	singular	gram	e.restr.singular.gram	Lisa	revered	the	lawyer	who	the	candidate	consults	every	morning	before	the	meeting.					Lisa revered the lawyer who the candidate consults	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	17.38218331336975	exp3
44	restr	plural	ungram	e.restr.plural.ungram	Lisa	revered	the	lawyers	who	the	candidate	consult	every	morning	before	the	meeting.					Lisa revered the lawyers who the candidate consult	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	16.705045700073242	exp3
44	restr	singular	ungram	e.restr.singular.ungram	Lisa	revered	the	lawyer	who	the	candidate	consult	every	morning	before	the	meeting.					Lisa revered the lawyer who the candidate consult	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	16.770610809326172	exp3
44	appos	plural	gram	e.appos.plural.gram	Lisa	revered	the	lawyers,	who	the	candidate	consults	every	morning	before	the	meeting.					Lisa revered the lawyers, who the candidate consults	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	17.657995104789734	exp3
44	appos	singular	gram	e.appos.singular.gram	Lisa	revered	the	lawyer,	who	the	candidate	consults	every	morning	before	the	meeting.					Lisa revered the lawyer, who the candidate consults	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	17.133379191160202	exp3
44	appos	plural	ungram	e.appos.plural.ungram	Lisa	revered	the	lawyers,	who	the	candidate	consult	every	morning	before	the	meeting.					Lisa revered the lawyers, who the candidate consult	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	17.18356704711914	exp3
44	appos	singular	ungram	e.appos.singular.ungram	Lisa	revered	the	lawyer,	who	the	candidate	consult	every	morning	before	the	meeting.					Lisa revered the lawyer, who the candidate consult	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	16.86020851135254	exp3
45	restr	plural	gram	e.restr.plural.gram	Alicia	met	the	musicians	who	the	reviewer	praises	so	highly	all	the	time.					Alicia met the musicians who the reviewer praises	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	12.352951601147652	exp3
45	restr	singular	gram	e.restr.singular.gram	Alicia	met	the	musician	who	the	reviewer	praises	so	highly	all	the	time.					Alicia met the musician who the reviewer praises	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	12.874516263604164	exp3
45	restr	plural	ungram	e.restr.plural.ungram	Alicia	met	the	musicians	who	the	reviewer	praise	so	highly	all	the	time.					Alicia met the musicians who the reviewer praise	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	12.194968223571776	exp3
45	restr	singular	ungram	e.restr.singular.ungram	Alicia	met	the	musician	who	the	reviewer	praise	so	highly	all	the	time.					Alicia met the musician who the reviewer praise	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	12.801396369934082	exp3
45	appos	plural	gram	e.appos.plural.gram	Alicia	met	the	musicians,	who	the	reviewer	praises	so	highly	all	the	time.					Alicia met the musicians, who the reviewer praises	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	11.72665835916996	exp3
45	appos	singular	gram	e.appos.singular.gram	Alicia	met	the	musician,	who	the	reviewer	praises	so	highly	all	the	time.					Alicia met the musician, who the reviewer praises	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	11.80254266783595	exp3
45	appos	plural	ungram	e.appos.plural.ungram	Alicia	met	the	musicians,	who	the	reviewer	praise	so	highly	all	the	time.					Alicia met the musicians, who the reviewer praise	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	11.651965141296388	exp3
45	appos	singular	ungram	e.appos.singular.ungram	Alicia	met	the	musician,	who	the	reviewer	praise	so	highly	all	the	time.					Alicia met the musician, who the reviewer praise	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	11.776700019836426	exp3
46	restr	plural	gram	e.restr.plural.gram	Jamie	praised	the	receptionists	who	the	boss	gives	the	biggest	projects	every	quarter.					Jamie praised the receptionists who the boss gives	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	11.646808624267578	exp3
46	restr	singular	gram	e.restr.singular.gram	Jamie	praised	the	receptionist	who	the	boss	gives	the	biggest	projects	every	quarter.					Jamie praised the receptionist who the boss gives	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	10.789286613464355	exp3
46	restr	plural	ungram	e.restr.plural.ungram	Jamie	praised	the	receptionists	who	the	boss	give	the	biggest	projects	every	quarter.					Jamie praised the receptionists who the boss give	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	14.21413516998291	exp3
46	restr	singular	ungram	e.restr.singular.ungram	Jamie	praised	the	receptionist	who	the	boss	give	the	biggest	projects	every	quarter.					Jamie praised the receptionist who the boss give	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	13.723105430603027	exp3
46	appos	plural	gram	e.appos.plural.gram	Jamie	praised	the	receptionists,	who	the	boss	gives	the	biggest	projects	every	quarter.					Jamie praised the receptionists, who the boss gives	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	12.205052375793455	exp3
46	appos	singular	gram	e.appos.singular.gram	Jamie	praised	the	receptionist,	who	the	boss	gives	the	biggest	projects	every	quarter.					Jamie praised the receptionist, who the boss gives	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	11.49631690979004	exp3
46	appos	plural	ungram	e.appos.plural.ungram	Jamie	praised	the	receptionists,	who	the	boss	give	the	biggest	projects	every	quarter.					Jamie praised the receptionists, who the boss give	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	15.850749015808104	exp3
46	appos	singular	ungram	e.appos.singular.ungram	Jamie	praised	the	receptionist,	who	the	boss	give	the	biggest	projects	every	quarter.					Jamie praised the receptionist, who the boss give	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	15.706798553466797	exp3
47	restr	plural	gram	e.restr.plural.gram	Erin	casted	the	actresses	who	the	designer	creates	award	show	dresses	for.						Erin casted the actresses who the designer creates	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	13.855061553418636	exp3
47	restr	singular	gram	e.restr.singular.gram	Erin	casted	the	actress	who	the	designer	creates	award	show	dresses	for.						Erin casted the actress who the designer creates	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	15.14744746685028	exp3
47	restr	plural	ungram	e.restr.plural.ungram	Erin	casted	the	actresses	who	the	designer	create	award	show	dresses	for.						Erin casted the actresses who the designer create	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	13.764625549316406	exp3
47	restr	singular	ungram	e.restr.singular.ungram	Erin	casted	the	actress	who	the	designer	create	award	show	dresses	for.						Erin casted the actress who the designer create	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	15.06456184387207	exp3
47	appos	plural	gram	e.appos.plural.gram	Erin	casted	the	actresses,	who	the	designer	creates	award	show	dresses	for.						Erin casted the actresses, who the designer creates	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	14.924974646419289	exp3
47	appos	singular	gram	e.appos.singular.gram	Erin	casted	the	actress,	who	the	designer	creates	award	show	dresses	for.						Erin casted the actress, who the designer creates	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	15.693678550422192	exp3
47	appos	plural	ungram	e.appos.plural.ungram	Erin	casted	the	actresses,	who	the	designer	create	award	show	dresses	for.						Erin casted the actresses, who the designer create	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	14.893064498901367	exp3
47	appos	singular	ungram	e.appos.singular.ungram	Erin	casted	the	actress,	who	the	designer	create	award	show	dresses	for.						Erin casted the actress, who the designer create	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	15.658778190612791	exp3
48	restr	plural	gram	e.restr.plural.gram	Megan	recruited	the	programmers	who	the	manager	oversees	at	the	software	firm.						Megan recruited the programmers who the manager oversees	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	10.86321061849594	exp3
48	restr	singular	gram	e.restr.singular.gram	Megan	recruited	the	programmer	who	the	manager	oversees	at	the	software	firm.						Megan recruited the programmer who the manager oversees	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	12.49915887415409	exp3
48	restr	plural	ungram	e.restr.plural.ungram	Megan	recruited	the	programmers	who	the	manager	oversee	at	the	software	firm.						Megan recruited the programmers who the manager oversee	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	10.72963047027588	exp3
48	restr	singular	ungram	e.restr.singular.ungram	Megan	recruited	the	programmer	who	the	manager	oversee	at	the	software	firm.						Megan recruited the programmer who the manager oversee	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	12.43130588531494	exp3
48	appos	plural	gram	e.appos.plural.gram	Megan	recruited	the	programmers,	who	the	manager	oversees	at	the	software	firm.						Megan recruited the programmers, who the manager oversees	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	9.975879795849323	exp3
48	appos	singular	gram	e.appos.singular.gram	Megan	recruited	the	programmer,	who	the	manager	oversees	at	the	software	firm.						Megan recruited the programmer, who the manager oversees	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	11.660310469567776	exp3
48	appos	plural	ungram	e.appos.plural.ungram	Megan	recruited	the	programmers,	who	the	manager	oversee	at	the	software	firm.						Megan recruited the programmers, who the manager oversee	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	9.890353202819824	exp3
48	appos	singular	ungram	e.appos.singular.ungram	Megan	recruited	the	programmer,	who	the	manager	oversee	at	the	software	firm.						Megan recruited the programmer, who the manager oversee	GODEL-base	microsoft/GODEL-v1_1-base-seq2seq	11.615683555603027	exp3
1	restr	plural	gram	e.restr.plural.gram	Mike	chased	the	runners	who	the	driver	sees	during	the	commute	every	morning.					Mike chased the runners who the driver sees	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	12.503657341003418	exp3
1	restr	singular	gram	e.restr.singular.gram	Mike	chased	the	runner	who	the	driver	sees	during	the	commute	every	morning.					Mike chased the runner who the driver sees	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	12.399087905883787	exp3
1	restr	plural	ungram	e.restr.plural.ungram	Mike	chased	the	runners	who	the	driver	see	during	the	commute	every	morning.					Mike chased the runners who the driver see	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	15.04271411895752	exp3
1	restr	singular	ungram	e.restr.singular.ungram	Mike	chased	the	runner	who	the	driver	see	during	the	commute	every	morning.					Mike chased the runner who the driver see	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	15.373052597045898	exp3
1	appos	plural	gram	e.appos.plural.gram	Mike	chased	the	runners,	who	the	driver	sees	during	the	commute	every	morning.					Mike chased the runners, who the driver sees	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	13.15921115875244	exp3
1	appos	singular	gram	e.appos.singular.gram	Mike	chased	the	runner,	who	the	driver	sees	during	the	commute	every	morning.					Mike chased the runner, who the driver sees	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	13.17623519897461	exp3
1	appos	plural	ungram	e.appos.plural.ungram	Mike	chased	the	runners,	who	the	driver	see	during	the	commute	every	morning.					Mike chased the runners, who the driver see	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	16.327119827270508	exp3
1	appos	singular	ungram	e.appos.singular.ungram	Mike	chased	the	runner,	who	the	driver	see	during	the	commute	every	morning.					Mike chased the runner, who the driver see	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	16.448009490966797	exp3
2	restr	plural	gram	e.restr.plural.gram	Matt	hated	the	industrialists	who	the	activist	criticizes	harshly	all	the	time.						Matt hated the industrialists who the activist criticizes	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	17.072378516197205	exp3
2	restr	singular	gram	e.restr.singular.gram	Matt	hated	the	industrialist	who	the	activist	criticizes	harshly	all	the	time.						Matt hated the industrialist who the activist criticizes	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	14.861064970493317	exp3
2	restr	plural	ungram	e.restr.plural.ungram	Matt	hated	the	industrialists	who	the	activist	criticize	harshly	all	the	time.						Matt hated the industrialists who the activist criticize	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	18.79181671142578	exp3
2	restr	singular	ungram	e.restr.singular.ungram	Matt	hated	the	industrialist	who	the	activist	criticize	harshly	all	the	time.						Matt hated the industrialist who the activist criticize	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	18.373563766479492	exp3
2	appos	plural	gram	e.appos.plural.gram	Matt	hated	the	industrialists,	who	the	activist	criticizes	harshly	all	the	time.						Matt hated the industrialists, who the activist criticizes	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	16.438940286636353	exp3
2	appos	singular	gram	e.appos.singular.gram	Matt	hated	the	industrialist,	who	the	activist	criticizes	harshly	all	the	time.						Matt hated the industrialist, who the activist criticizes	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	15.7653888463974	exp3
2	appos	plural	ungram	e.appos.plural.ungram	Matt	hated	the	industrialists,	who	the	activist	criticize	harshly	all	the	time.						Matt hated the industrialists, who the activist criticize	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	17.865415573120117	exp3
2	appos	singular	ungram	e.appos.singular.ungram	Matt	hated	the	industrialist,	who	the	activist	criticize	harshly	all	the	time.						Matt hated the industrialist, who the activist criticize	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	19.0389461517334	exp3
3	restr	plural	gram	e.restr.plural.gram	Josh	consulted	the	players	who	the	coach	likes	the	best	on	his	team.					Josh consulted the players who the coach likes	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	10.341792106628418	exp3
3	restr	singular	gram	e.restr.singular.gram	Josh	consulted	the	player	who	the	coach	likes	the	best	on	his	team.					Josh consulted the player who the coach likes	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	10.716219902038574	exp3
3	restr	plural	ungram	e.restr.plural.ungram	Josh	consulted	the	players	who	the	coach	like	the	best	on	his	team.					Josh consulted the players who the coach like	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	14.413124084472656	exp3
3	restr	singular	ungram	e.restr.singular.ungram	Josh	consulted	the	player	who	the	coach	like	the	best	on	his	team.					Josh consulted the player who the coach like	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	14.340730667114258	exp3
3	appos	plural	gram	e.appos.plural.gram	Josh	consulted	the	players,	who	the	coach	likes	the	best	on	his	team.					Josh consulted the players, who the coach likes	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	10.177990913391112	exp3
3	appos	singular	gram	e.appos.singular.gram	Josh	consulted	the	player,	who	the	coach	likes	the	best	on	his	team.					Josh consulted the player, who the coach likes	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	11.716772079467772	exp3
3	appos	plural	ungram	e.appos.plural.ungram	Josh	consulted	the	players,	who	the	coach	like	the	best	on	his	team.					Josh consulted the players, who the coach like	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	13.508848190307615	exp3
3	appos	singular	ungram	e.appos.singular.ungram	Josh	consulted	the	player,	who	the	coach	like	the	best	on	his	team.					Josh consulted the player, who the coach like	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	14.792765617370604	exp3
4	restr	plural	gram	e.restr.plural.gram	Dan	supported	the	volunteers	who	the	director	relies	on	completely	without	a	second	thought.				Dan supported the volunteers who the director relies	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	13.590232849121094	exp3
4	restr	singular	gram	e.restr.singular.gram	Dan	supported	the	volunteer	who	the	director	relies	on	completely	without	a	second	thought.				Dan supported the volunteer who the director relies	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	15.635592460632324	exp3
4	restr	plural	ungram	e.restr.plural.ungram	Dan	supported	the	volunteers	who	the	director	rely	on	completely	without	a	second	thought.				Dan supported the volunteers who the director rely	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	19.754270553588867	exp3
4	restr	singular	ungram	e.restr.singular.ungram	Dan	supported	the	volunteer	who	the	director	rely	on	completely	without	a	second	thought.				Dan supported the volunteer who the director rely	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	22.112445831298828	exp3
4	appos	plural	gram	e.appos.plural.gram	Dan	supported	the	volunteers,	who	the	director	relies	on	completely	without	a	second	thought.				Dan supported the volunteers, who the director relies	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	15.65626335144043	exp3
4	appos	singular	gram	e.appos.singular.gram	Dan	supported	the	volunteer,	who	the	director	relies	on	completely	without	a	second	thought.				Dan supported the volunteer, who the director relies	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	16.221214294433594	exp3
4	appos	plural	ungram	e.appos.plural.ungram	Dan	supported	the	volunteers,	who	the	director	rely	on	completely	without	a	second	thought.				Dan supported the volunteers, who the director rely	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	23.26889991760254	exp3
4	appos	singular	ungram	e.appos.singular.ungram	Dan	supported	the	volunteer,	who	the	director	rely	on	completely	without	a	second	thought.				Dan supported the volunteer, who the director rely	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	24.52805519104004	exp3
5	restr	plural	gram	e.restr.plural.gram	David	interviewed	the	authors	who	the	librarian	recommends	for	summer	reading	assignments.						David interviewed the authors who the librarian recommends	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	9.05061149597168	exp3
5	restr	singular	gram	e.restr.singular.gram	David	interviewed	the	author	who	the	librarian	recommends	for	summer	reading	assignments.						David interviewed the author who the librarian recommends	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	10.453069686889648	exp3
5	restr	plural	ungram	e.restr.plural.ungram	David	interviewed	the	authors	who	the	librarian	recommend	for	summer	reading	assignments.						David interviewed the authors who the librarian recommend	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	13.949941635131836	exp3
5	restr	singular	ungram	e.restr.singular.ungram	David	interviewed	the	author	who	the	librarian	recommend	for	summer	reading	assignments.						David interviewed the author who the librarian recommend	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	15.283403396606444	exp3
5	appos	plural	gram	e.appos.plural.gram	David	interviewed	the	authors,	who	the	librarian	recommends	for	summer	reading	assignments.						David interviewed the authors, who the librarian recommends	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	9.244871139526367	exp3
5	appos	singular	gram	e.appos.singular.gram	David	interviewed	the	author,	who	the	librarian	recommends	for	summer	reading	assignments.						David interviewed the author, who the librarian recommends	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	10.022521018981934	exp3
5	appos	plural	ungram	e.appos.plural.ungram	David	interviewed	the	authors,	who	the	librarian	recommend	for	summer	reading	assignments.						David interviewed the authors, who the librarian recommend	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	14.305208206176758	exp3
5	appos	singular	ungram	e.appos.singular.ungram	David	interviewed	the	author,	who	the	librarian	recommend	for	summer	reading	assignments.						David interviewed the author, who the librarian recommend	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	15.805353164672852	exp3
6	restr	plural	gram	e.restr.plural.gram	Andrew	interrogated	the	pilots	who	the	smuggler	employs	in	Brazil	for	his	business.					Andrew interrogated the pilots who the smuggler employs	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	14.23830223083496	exp3
6	restr	singular	gram	e.restr.singular.gram	Andrew	interrogated	the	pilot	who	the	smuggler	employs	in	Brazil	for	his	business.					Andrew interrogated the pilot who the smuggler employs	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	16.391698837280273	exp3
6	restr	plural	ungram	e.restr.plural.ungram	Andrew	interrogated	the	pilots	who	the	smuggler	employ	in	Brazil	for	his	business.					Andrew interrogated the pilots who the smuggler employ	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	16.423818588256836	exp3
6	restr	singular	ungram	e.restr.singular.ungram	Andrew	interrogated	the	pilot	who	the	smuggler	employ	in	Brazil	for	his	business.					Andrew interrogated the pilot who the smuggler employ	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	18.266401290893555	exp3
6	appos	plural	gram	e.appos.plural.gram	Andrew	interrogated	the	pilots,	who	the	smuggler	employs	in	Brazil	for	his	business.					Andrew interrogated the pilots, who the smuggler employs	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	17.13974952697754	exp3
6	appos	singular	gram	e.appos.singular.gram	Andrew	interrogated	the	pilot,	who	the	smuggler	employs	in	Brazil	for	his	business.					Andrew interrogated the pilot, who the smuggler employs	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	17.911212921142578	exp3
6	appos	plural	ungram	e.appos.plural.ungram	Andrew	interrogated	the	pilots,	who	the	smuggler	employ	in	Brazil	for	his	business.					Andrew interrogated the pilots, who the smuggler employ	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	20.47612762451172	exp3
6	appos	singular	ungram	e.appos.singular.ungram	Andrew	interrogated	the	pilot,	who	the	smuggler	employ	in	Brazil	for	his	business.					Andrew interrogated the pilot, who the smuggler employ	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	21.610939025878903	exp3
7	restr	plural	gram	e.restr.plural.gram	James	accompanied	the	colleagues	who	the	researcher	spends	the	most	time	with.						James accompanied the colleagues who the researcher spends	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	14.464699745178224	exp3
7	restr	singular	gram	e.restr.singular.gram	James	accompanied	the	colleague	who	the	researcher	spends	the	most	time	with.						James accompanied the colleague who the researcher spends	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	15.159867286682127	exp3
7	restr	plural	ungram	e.restr.plural.ungram	James	accompanied	the	colleagues	who	the	researcher	spend	the	most	time	with.						James accompanied the colleagues who the researcher spend	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	17.196151733398438	exp3
7	restr	singular	ungram	e.restr.singular.ungram	James	accompanied	the	colleague	who	the	researcher	spend	the	most	time	with.						James accompanied the colleague who the researcher spend	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	19.43600082397461	exp3
7	appos	plural	gram	e.appos.plural.gram	James	accompanied	the	colleagues,	who	the	researcher	spends	the	most	time	with.						James accompanied the colleagues, who the researcher spends	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	16.0892333984375	exp3
7	appos	singular	gram	e.appos.singular.gram	James	accompanied	the	colleague,	who	the	researcher	spends	the	most	time	with.						James accompanied the colleague, who the researcher spends	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	16.86528205871582	exp3
7	appos	plural	ungram	e.appos.plural.ungram	James	accompanied	the	colleagues,	who	the	researcher	spend	the	most	time	with.						James accompanied the colleagues, who the researcher spend	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	18.727802276611328	exp3
7	appos	singular	ungram	e.appos.singular.ungram	James	accompanied	the	colleague,	who	the	researcher	spend	the	most	time	with.						James accompanied the colleague, who the researcher spend	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	21.30231285095215	exp3
8	restr	plural	gram	e.restr.plural.gram	Justin	examined	the	patients	who	the	doctor	checks	on	daily	in	the	morning.					Justin examined the patients who the doctor checks	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	15.68407154083252	exp3
8	restr	singular	gram	e.restr.singular.gram	Justin	examined	the	patient	who	the	doctor	checks	on	daily	in	the	morning.					Justin examined the patient who the doctor checks	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	17.36669158935547	exp3
8	restr	plural	ungram	e.restr.plural.ungram	Justin	examined	the	patients	who	the	doctor	check	on	daily	in	the	morning.					Justin examined the patients who the doctor check	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	17.717674255371094	exp3
8	restr	singular	ungram	e.restr.singular.ungram	Justin	examined	the	patient	who	the	doctor	check	on	daily	in	the	morning.					Justin examined the patient who the doctor check	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	18.301429748535156	exp3
8	appos	plural	gram	e.appos.plural.gram	Justin	examined	the	patients,	who	the	doctor	checks	on	daily	in	the	morning.					Justin examined the patients, who the doctor checks	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	18.139509201049805	exp3
8	appos	singular	gram	e.appos.singular.gram	Justin	examined	the	patient,	who	the	doctor	checks	on	daily	in	the	morning.					Justin examined the patient, who the doctor checks	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	20.25452041625977	exp3
8	appos	plural	ungram	e.appos.plural.ungram	Justin	examined	the	patients,	who	the	doctor	check	on	daily	in	the	morning.					Justin examined the patients, who the doctor check	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	20.512149810791016	exp3
8	appos	singular	ungram	e.appos.singular.ungram	Justin	examined	the	patient,	who	the	doctor	check	on	daily	in	the	morning.					Justin examined the patient, who the doctor check	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	22.41459274291992	exp3
9	restr	plural	gram	e.restr.plural.gram	Joe	vetted	the	Marines	who	the	officer	wants	to	promote	to 	staff	sergeant.					Joe vetted the Marines who the officer wants	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	8.971721649169922	exp3
9	restr	singular	gram	e.restr.singular.gram	Joe	vetted	the	Marine	who	the	officer	wants	to	promote	to 	staff	sergeant.					Joe vetted the Marine who the officer wants	GPT-Neo-2.7B	EleutherAI/gpt-neo-2.7B	9.004861831665039	exp3
