ItemNo,Clause,Distractor,Grammaticality,Condition,Question,Answer,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13
21,restr,plural,ungram,e.restr.plural.ungram,Was the librarian surprised by the conclusion?,yes,The_librarian,who,read,about,the_books,certainly,were,surprised,by,the,abrupt,conclusion.,
21,restr,singular,ungram,e.restr.singular.ungram,Was the librarian surprised by the conclusion?,yes,The_librarian,who,read,about,the_book,certainly,were,surprised,by,the,abrupt,conclusion.,
22,appos,plural,gram,e.appos.plural.gram,Was the chef unhappy about the quality of the ingredients?,yes,"The_chef,",who,prepared,for,"the_meals,",evidently,was,unhappy,about,the,quality,of,the_ingredients.
22,appos,singular,gram,e.appos.singular.gram,Was the chef unhappy about the quality of the ingredients?,yes,"The_chef,",who,prepared,for,"the_meal,",evidently,was,unhappy,about,the,quality,of,the_ingredients.
22,appos,plural,ungram,e.appos.plural.ungram,Was the chef unhappy about the quality of the ingredients?,yes,"The_chef,",who,prepared,for,"the_meals,",evidently,were,unhappy,about,the,quality,of,the_ingredients.
22,appos,singular,ungram,e.appos.singular.ungram,Was the chef unhappy about the quality of the ingredients?,yes,"The_chef,",who,prepared,for,"the_meal,",evidently,were,unhappy,about,the,quality,of,the_ingredients.
22,restr,plural,gram,e.restr.plural.gram,Was the chef unhappy about the quality of the ingredients?,yes,The_chef,who,prepared,for,the_meals,evidently,was,unhappy,about,the,quality,of,the_ingredients.
22,restr,singular,gram,e.restr.singular.gram,Was the chef unhappy about the quality of the ingredients?,yes,The_chef,who,prepared,for,the_meal,evidently,was,unhappy,about,the,quality,of,the_ingredients.
22,restr,plural,ungram,e.restr.plural.ungram,Was the chef unhappy about the quality of the ingredients?,yes,The_chef,who,prepared,for,the_meals,evidently,were,unhappy,about,the,quality,of,the_ingredients.
22,restr,singular,ungram,e.restr.singular.ungram,Was the chef unhappy about the quality of the ingredients?,yes,The_chef,who,prepared,for,the_meal,evidently,were,unhappy,about,the,quality,of,the_ingredients.
23,appos,plural,gram,e.appos.plural.gram,Was the gardener unable to buy more plants?,yes,"The_gardener,",who,pruned,around,"the_hedges,",financially,was,unable,to,buy,more,plants.,
23,appos,singular,gram,e.appos.singular.gram,Was the gardener unable to buy more plants?,yes,"The_gardener,",who,pruned,around,"the_hedge,",financially,was,unable,to,buy,more,plants.,
23,appos,plural,ungram,e.appos.plural.ungram,Was the gardener unable to buy more plants?,yes,"The_gardener,",who,pruned,around,"the_hedges,",financially,were,unable,to,buy,more,plants.,
23,appos,singular,ungram,e.appos.singular.ungram,Was the gardener unable to buy more plants?,yes,"The_gardener,",who,pruned,around,"the_hedge,",financially,were,unable,to,buy,more,plants.,
23,restr,plural,gram,e.restr.plural.gram,Was the gardener unable to buy more plants?,yes,The_gardener,who,pruned,around,the_hedges,financially,was,unable,to,buy,more,plants.,
23,restr,singular,gram,e.restr.singular.gram,Was the gardener unable to buy more plants?,yes,The_gardener,who,pruned,around,the_hedge,financially,was,unable,to,buy,more,plants.,
23,restr,plural,ungram,e.restr.plural.ungram,Was the gardener unable to buy more plants?,yes,The_gardener,who,pruned,around,the_hedges,financially,were,unable,to,buy,more,plants.,
23,restr,singular,ungram,e.restr.singular.ungram,Was the gardener unable to buy more plants?,yes,The_gardener,who,pruned,around,the_hedge,financially,were,unable,to,buy,more,plants.,
24,appos,plural,gram,e.appos.plural.gram,Did the referees kick the athlete?,no,"The_athlete,",who,kicked,near,"the_referees,",obviously,was,disappointed,about,the,bad,call.,
24,appos,singular,gram,e.appos.singular.gram,Did the referee kick the athlete?,no,"The_athlete,",who,kicked,near,"the_referee,",obviously,was,disappointed,about,the,bad,call.,
24,appos,plural,ungram,e.appos.plural.ungram,Did the referees kick the athlete?,no,"The_athlete,",who,kicked,near,"the_referees,",obviously,were,disappointed,about,the,bad,call.,
24,appos,singular,ungram,e.appos.singular.ungram,Did the referee kick the athlete?,no,"The_athlete,",who,kicked,near,"the_referee,",obviously,were,disappointed,about,the,bad,call.,
24,restr,plural,gram,e.restr.plural.gram,Did the referees kick the athlete?,no,The_athlete,who,kicked,near,the_referees,obviously,was,disappointed,about,the,bad,call.,
24,restr,singular,gram,e.restr.singular.gram,Did the referee kick the athlete?,no,The_athlete,who,kicked,near,the_referee,obviously,was,disappointed,about,the,bad,call.,
24,restr,plural,ungram,e.restr.plural.ungram,Did the referees kick the athlete?,no,The_athlete,who,kicked,near,the_referees,obviously,were,disappointed,about,the,bad,call.,
24,restr,singular,ungram,e.restr.singular.ungram,Did the referee kick the athlete?,no,The_athlete,who,kicked,near,the_referee,obviously,were,disappointed,about,the,bad,call.,
25,appos,plural,gram,e.appos.plural.gram,Was the artist isolated from the society?,yes,"The_artist,",who,painted,in,"the_gardens,",apparently,was,isolated,from,society,for,a_long_time.,
25,appos,singular,gram,e.appos.singular.gram,Was the artist isolated from the society?,yes,"The_artist,",who,painted,in,"the_garden,",apparently,was,isolated,from,society,for,a_long_time.,
25,appos,plural,ungram,e.appos.plural.ungram,Was the artist isolated from the society?,yes,"The_artist,",who,painted,in,"the_gardens,",apparently,were,isolated,from,society,for,a_long_time.,
25,appos,singular,ungram,e.appos.singular.ungram,Was the artist isolated from the society?,yes,"The_artist,",who,painted,in,"the_garden,",apparently,were,isolated,from,society,for,a_long_time.,
25,restr,plural,gram,e.restr.plural.gram,Was the artist isolated from the society?,yes,The_artist,who,painted,in,the_gardens,apparently,was,isolated,from,society,for,a_long_time.,
25,restr,singular,gram,e.restr.singular.gram,Was the artist isolated from the society?,yes,The_artist,who,painted,in,the_garden,apparently,was,isolated,from,society,for,a_long_time.,
25,restr,plural,ungram,e.restr.plural.ungram,Was the artist isolated from the society?,yes,The_artist,who,painted,in,the_gardens,apparently,were,isolated,from,society,for,a_long_time.,
25,restr,singular,ungram,e.restr.singular.ungram,Was the artist isolated from the society?,yes,The_artist,who,painted,in,the_garden,apparently,were,isolated,from,society,for,a_long_time.,
26,appos,plural,gram,e.appos.plural.gram,Did the students call the teacher?,no,"The_teacher,",who,called,for,"the_students,",obviously,was,upset,about,the,low,grades.,
26,appos,singular,gram,e.appos.singular.gram,Did the student call the teacher?,no,"The_teacher,",who,called,for,"the_student,",obviously,was,upset,about,the,low,grades.,
26,appos,plural,ungram,e.appos.plural.ungram,Did the students call the teacher?,no,"The_teacher,",who,called,for,"the_students,",obviously,were,upset,about,the,low,grades.,
26,appos,singular,ungram,e.appos.singular.ungram,Did the student call the teacher?,no,"The_teacher,",who,called,for,"the_student,",obviously,were,upset,about,the,low,grades.,
26,restr,plural,gram,e.restr.plural.gram,Did the students call the teacher?,no,The_teacher,who,called,for,the_students,obviously,was,upset,about,the,low,grades.,
26,restr,singular,gram,e.restr.singular.gram,Did the student call the teacher?,no,The_teacher,who,called,for,the_student,obviously,was,upset,about,the,low,grades.,
26,restr,plural,ungram,e.restr.plural.ungram,Did the students call the teacher?,no,The_teacher,who,called,for,the_students,obviously,were,upset,about,the,low,grades.,
26,restr,singular,ungram,e.restr.singular.ungram,Did the student call the teacher?,no,The_teacher,who,called,for,the_student,obviously,were,upset,about,the,low,grades.,
27,appos,plural,gram,e.appos.plural.gram,Was the chef becoming quite upset by the smell?,yes,"The_chef,",who,cooked,with,"the_onions,",obviously,was,growing,quite,upset,about,the_smell.,
27,appos,singular,gram,e.appos.singular.gram,Was the chef becoming quite upset by the smell?,yes,"The_chef,",who,cooked,with,"the_onions,",obviously,was,growing,quite,upset,about,the_smell.,
27,appos,plural,ungram,e.appos.plural.ungram,Was the chef becoming quite upset by the smell?,yes,"The_chef,",who,cooked,with,"the_onions,",obviously,were,growing,quite,upset,about,the_smell.,
27,appos,singular,ungram,e.appos.singular.ungram,Was the chef becoming quite upset by the smell?,yes,"The_chef,",who,cooked,with,"the_onions,",obviously,were,growing,quite,upset,about,the_smell.,
27,restr,plural,gram,e.restr.plural.gram,Was the chef becoming quite upset by the smell?,yes,The_chef,who,cooked,with,the_onions,obviously,was,growing,quite,upset,about,the_smell.,
27,restr,singular,gram,e.restr.singular.gram,Was the chef becoming quite upset by the smell?,yes,The_chef,who,cooked,with,the_onion,obviously,was,growing,quite,upset,about,the_smell.,
27,restr,plural,ungram,e.restr.plural.ungram,Was the chef becoming quite upset by the smell?,yes,The_chef,who,cooked,with,the_onions,obviously,were,growing,quite,upset,about,the_smell.,
27,restr,singular,ungram,e.restr.singular.ungram,Was the chef becoming quite upset by the smell?,yes,The_chef,who,cooked,with,the_onion,obviously,were,growing,quite,upset,about,the_smell.,
28,appos,plural,gram,e.appos.plural.gram,Was the host unimpressed with the decoration?,no,"The_host,",who,sat,near,"the_guests,",certainly,was,impressed,with,all,of,the_colorful_decoration.,
28,appos,singular,gram,e.appos.singular.gram,Was the host unimpressed with the decoration?,no,"The_host,",who,sat,near,"the_guest,",certainly,was,impressed,with,all,of,the_colorful_decoration.,
28,appos,plural,ungram,e.appos.plural.ungram,Was the host unimpressed with the decoration?,no,"The_host,",who,sat,near,"the_guests,",certainly,were,impressed,with,all,of,the_colorful_decoration.,
28,appos,singular,ungram,e.appos.singular.ungram,Was the host unimpressed with the decoration?,no,"The_host,",who,sat,near,"the_guest,",certainly,were,impressed,with,all,of,the_colorful_decoration.,
28,restr,plural,gram,e.restr.plural.gram,Was the host unimpressed with the decoration?,no,The_host,who,sat,near,the_guests,certainly,was,impressed,with,all,of,the_colorful_decoration.,
28,restr,singular,gram,e.restr.singular.gram,Was the host unimpressed with the decoration?,no,The_host,who,sat,near,the_guest,certainly,was,impressed,with,all,of,the_colorful_decoration.,
28,restr,plural,ungram,e.restr.plural.ungram,Was the host unimpressed with the decoration?,no,The_host,who,sat,near,the_guests,certainly,were,impressed,with,all,of,the_colorful_decoration.,
28,restr,singular,ungram,e.restr.singular.ungram,Was the host unimpressed with the decoration?,no,The_host,who,sat,near,the_guest,certainly,were,impressed,with,all,of,the_colorful_decoration.,
29,appos,plural,gram,e.appos.plural.gram,Was the stewardess pleased with the flights?,yes,"The_stewardess,",who,sat,behind,"the_passengers,",certainly,was,very,pleased,with,the,long,flights.
29,appos,singular,gram,e.appos.singular.gram,Was the stewardess pleased with the flights?,yes,"The_stewardess,",who,sat,behind,"the_passenger,",certainly,was,very,pleased,with,the,long,flights.
29,appos,plural,ungram,e.appos.plural.ungram,Was the stewardess pleased with the flights?,yes,"The_stewardess,",who,sat,behind,"the_passengers,",certainly,were,very,pleased,with,the,long,flights.
29,appos,singular,ungram,e.appos.singular.ungram,Was the stewardess pleased with the flights?,yes,"The_stewardess,",who,sat,behind,"the_passenger,",certainly,were,very,pleased,with,the,long,flights.
29,restr,plural,gram,e.restr.plural.gram,Was the stewardess pleased with the flights?,yes,The_stewardess,who,sat,behind,the_passengers,certainly,was,very,pleased,with,the,long,flights.
29,restr,singular,gram,e.restr.singular.gram,Was the stewardess pleased with the flights?,yes,The_stewardess,who,sat,behind,the_passenger,certainly,was,very,pleased,with,the,long,flights.
29,restr,plural,ungram,e.restr.plural.ungram,Was the stewardess pleased with the flights?,yes,The_stewardess,who,sat,behind,the_passengers,certainly,were,very,pleased,with,the,long,flights.
29,restr,singular,ungram,e.restr.singular.ungram,Was the stewardess pleased with the flights?,yes,The_stewardess,who,sat,behind,the_passenger,certainly,were,very,pleased,with,the,long,flights.
30,appos,plural,gram,e.appos.plural.gram,Did the driver build the bridges?,no,"The_driver,",who,crossed,over,"the_bridges,",luckily,was,very,eager,to,return,home.,
30,appos,singular,gram,e.appos.singular.gram,Did the driver build the bridge?,no,"The_driver,",who,crossed,over,"the_bridge,",luckily,was,very,eager,to,return,home.,
30,appos,plural,ungram,e.appos.plural.ungram,Did the driver build the bridges?,no,"The_driver,",who,crossed,over,"the_bridges,",luckily,were,very,eager,to,return,home.,
30,appos,singular,ungram,e.appos.singular.ungram,Did the driver build the bridge?,no,"The_driver,",who,crossed,over,"the_bridge,",luckily,were,very,eager,to,return,home.,
30,restr,plural,gram,e.restr.plural.gram,Did the driver build the bridges?,no,The_driver,who,crossed,over,the_bridges,luckily,was,very,eager,to,return,home.,
30,restr,singular,gram,e.restr.singular.gram,Did the driver build the bridge?,no,The_driver,who,crossed,over,the_bridge,luckily,was,very,eager,to,return,home.,
30,restr,plural,ungram,e.restr.plural.ungram,Did the driver build the bridges?,no,The_driver,who,crossed,over,the_bridges,luckily,were,very,eager,to,return,home.,
30,restr,singular,ungram,e.restr.singular.ungram,Did the driver build the bridge?,no,The_driver,who,crossed,over,the_bridge,luckily,were,very,eager,to,return,home.,
31,appos,plural,gram,e.appos.plural.gram,Was the professor mistaken about the final question?,yes,"The_professor,",who,wrote,on,"the_tests,",certainly,was,mistaken,about,the,final,question.,
31,appos,singular,gram,e.appos.singular.gram,Was the professor mistaken about the final question?,yes,"The_professor,",who,wrote,on,"the_test,",certainly,was,mistaken,about,the,final,question.,
31,appos,plural,ungram,e.appos.plural.ungram,Was the professor mistaken about the final question?,yes,"The_professor,",who,wrote,on,"the_tests,",certainly,were,mistaken,about,the,final,question.,
31,appos,singular,ungram,e.appos.singular.ungram,Was the professor mistaken about the final question?,yes,"The_professor,",who,wrote,on,"the_test,",certainly,were,mistaken,about,the,final,question.,
31,restr,plural,gram,e.restr.plural.gram,Was the professor mistaken about the final question?,yes,The_professor,who,wrote,on,the_tests,certainly,was,mistaken,about,the,final,question.,
31,restr,singular,gram,e.restr.singular.gram,Was the professor mistaken about the final question?,yes,The_professor,who,wrote,on,the_test,certainly,was,mistaken,about,the,final,question.,
31,restr,plural,ungram,e.restr.plural.ungram,Was the professor mistaken about the final question?,yes,The_professor,who,wrote,on,the_tests,certainly,were,mistaken,about,the,final,question.,
31,restr,singular,ungram,e.restr.singular.ungram,Was the professor mistaken about the final question?,yes,The_professor,who,wrote,on,the_test,certainly,were,mistaken,about,the,final,question.,
32,appos,plural,gram,e.appos.plural.gram,Was the journalist happy about the criticism?,no,"The_journalist,",who,wrote,about,"the_articles,",obviously,was,unhappy,about,all,the,criticism.,
32,appos,singular,gram,e.appos.singular.gram,Was the journalist happy about the criticism?,no,"The_journalist,",who,wrote,about,"the_article,",obviously,was,unhappy,about,all,the,criticism.,
32,appos,plural,ungram,e.appos.plural.ungram,Was the journalist happy about the criticism?,no,"The_journalist,",who,wrote,about,"the_articles,",obviously,were,unhappy,about,all,the,criticism.,
32,appos,singular,ungram,e.appos.singular.ungram,Was the journalist happy about the criticism?,no,"The_journalist,",who,wrote,about,"the_article,",obviously,were,unhappy,about,all,the,criticism.,
32,restr,plural,gram,e.restr.plural.gram,Was the journalist happy about the criticism?,no,The_journalist,who,wrote,about,the_articles,obviously,was,unhappy,about,all,the,criticism.,
32,restr,singular,gram,e.restr.singular.gram,Was the journalist happy about the criticism?,no,The_journalist,who,wrote,about,the_article,obviously,was,unhappy,about,all,the,criticism.,
32,restr,plural,ungram,e.restr.plural.ungram,Was the journalist happy about the criticism?,no,The_journalist,who,wrote,about,the_articles,obviously,were,unhappy,about,all,the,criticism.,
32,restr,singular,ungram,e.restr.singular.ungram,Was the journalist happy about the criticism?,no,The_journalist,who,wrote,about,the_article,obviously,were,unhappy,about,all,the,criticism.,
33,appos,plural,gram,e.appos.plural.gram,Was the robber hiding from the police?,yes,"The_robber,",who,broke,into,"the_safes,",apparently,was,hiding,from,the_police,on,the_other_side,of_town.
33,appos,singular,gram,e.appos.singular.gram,Was the robber hiding from the police?,yes,"The_robber,",who,broke,into,"the_safe,",apparently,was,hiding,from,the_police,on,the_other_side,of_town.
33,appos,plural,ungram,e.appos.plural.ungram,Was the robber hiding from the police?,yes,"The_robber,",who,broke,into,"the_safes,",apparently,were,hiding,from,the_police,on,the_other_side,of_town.
33,appos,singular,ungram,e.appos.singular.ungram,Was the robber hiding from the police?,yes,"The_robber,",who,broke,into,"the_safe,",apparently,were,hiding,from,the_police,on,the_other_side,of_town.
33,restr,plural,gram,e.restr.plural.gram,Was the robber hiding from the police?,yes,The_robber,who,broke,into,the_safes,apparently,was,hiding,from,the_police,on,the_other_side,of_town.
33,restr,singular,gram,e.restr.singular.gram,Was the robber hiding from the police?,yes,The_robber,who,broke,into,the_safe,apparently,was,hiding,from,the_police,on,the_other_side,of_town.
33,restr,plural,ungram,e.restr.plural.ungram,Was the robber hiding from the police?,yes,The_robber,who,broke,into,the_safes,apparently,were,hiding,from,the_police,on,the_other_side,of_town.
33,restr,singular,ungram,e.restr.singular.ungram,Was the robber hiding from the police?,yes,The_robber,who,broke,into,the_safe,apparently,were,hiding,from,the_police,on,the_other_side,of_town.
34,appos,plural,gram,e.appos.plural.gram,Was it the cat that was lonely the other night?,no,"The_dog,",which,chewed,on,"the_bones,",probably,was,pretty,lonely,the,other,night.,
34,appos,singular,gram,e.appos.singular.gram,Was it the cat that was lonely the other night?,no,"The_dog,",which,chewed,on,"the_bone,",probably,was,pretty,lonely,the,other,night.,
34,appos,plural,ungram,e.appos.plural.ungram,Was it the cat that was lonely the other night?,no,"The_dog,",which,chewed,on,"the_bones,",probably,were,pretty,lonely,the,other,night.,
34,appos,singular,ungram,e.appos.singular.ungram,Was it the cat that was lonely the other night?,no,"The_dog,",which,chewed,on,"the_bone,",probably,were,pretty,lonely,the,other,night.,
34,restr,plural,gram,e.restr.plural.gram,Was it the cat that was lonely the other night?,no,The_dog,which,chewed,on,the_bones,probably,was,pretty,lonely,the,other,night.,
34,restr,singular,gram,e.restr.singular.gram,Was it the cat that was lonely the other night?,no,The_dog,which,chewed,on,the_bone,probably,was,pretty,lonely,the,other,night.,
34,restr,plural,ungram,e.restr.plural.ungram,Was it the cat that was lonely the other night?,no,The_dog,which,chewed,on,the_bones,probably,were,pretty,lonely,the,other,night.,
34,restr,singular,ungram,e.restr.singular.ungram,Was it the cat that was lonely the other night?,no,The_dog,which,chewed,on,the_bone,probably,were,pretty,lonely,the,other,night.,
35,appos,plural,gram,e.appos.plural.gram,Was the coach prepared for the championship game?,yes,"The_coach,",who,trained,with,"the_athletes,",definitely,was,prepared,for,the,championship,game.,
35,appos,singular,gram,e.appos.singular.gram,Was the coach prepared for the championship game?,yes,"The_coach,",who,trained,with,"the_athlete,",definitely,was,prepared,for,the,championship,game.,
35,appos,plural,ungram,e.appos.plural.ungram,Was the coach prepared for the championship game?,yes,"The_coach,",who,trained,with,"the_athletes,",definitely,were,prepared,for,the,championship,game.,
35,appos,singular,ungram,e.appos.singular.ungram,Was the coach prepared for the championship game?,yes,"The_coach,",who,trained,with,"the_athlete,",definitely,were,prepared,for,the,championship,game.,
35,restr,plural,gram,e.restr.plural.gram,Was the coach prepared for the championship game?,yes,The_coach,who,trained,with,the_athletes,definitely,was,prepared,for,the,championship,game.,
35,restr,singular,gram,e.restr.singular.gram,Was the coach prepared for the championship game?,yes,The_coach,who,trained,with,the_athlete,definitely,was,prepared,for,the,championship,game.,
35,restr,plural,ungram,e.restr.plural.ungram,Was the coach prepared for the championship game?,yes,The_coach,who,trained,with,the_athletes,definitely,were,prepared,for,the,championship,game.,
35,restr,singular,ungram,e.restr.singular.ungram,Was the coach prepared for the championship game?,yes,The_coach,who,trained,with,the_athlete,definitely,were,prepared,for,the,championship,game.,
36,appos,plural,gram,e.appos.plural.gram,Did the child feel sad because of the sunny weather?,no,"The_child,",who,walked,by,"the_puppies,",clearly,was,happy,to,be,outside,in,the_sunny_weather.
36,appos,singular,gram,e.appos.singular.gram,Did the child feel sad because of the sunny weather?,no,"The_child,",who,walked,by,"the_puppy,",clearly,was,happy,to,be,outside,in,the_sunny_weather.
36,appos,plural,ungram,e.appos.plural.ungram,Did the child feel sad because of the sunny weather?,no,"The_child,",who,walked,by,"the_puppies,",clearly,were,happy,to,be,outside,in,the_sunny_weather.
36,appos,singular,ungram,e.appos.singular.ungram,Did the child feel sad because of the sunny weather?,no,"The_child,",who,walked,by,"the_puppy,",clearly,were,happy,to,be,outside,in,the_sunny_weather.
36,restr,plural,gram,e.restr.plural.gram,Did the child feel sad because of the sunny weather?,no,The_child,who,walked,by,the_puppies,clearly,was,happy,to,be,outside,in,the_sunny_weather.
36,restr,singular,gram,e.restr.singular.gram,Did the child feel sad because of the sunny weather?,no,The_child,who,walked,by,the_puppy,clearly,was,happy,to,be,outside,in,the_sunny_weather.
36,restr,plural,ungram,e.restr.plural.ungram,Did the child feel sad because of the sunny weather?,no,The_child,who,walked,by,the_puppies,clearly,were,happy,to,be,outside,in,the_sunny_weather.
36,restr,singular,ungram,e.restr.singular.ungram,Did the child feel sad because of the sunny weather?,no,The_child,who,walked,by,the_puppy,clearly,were,happy,to,be,outside,in,the_sunny_weather.
37,appos,plural,gram,e.appos.plural.gram,Was the nurse nervous about the situation?,yes,"The_nurse,",who,called,for,"the_doctors,",clearly,was,nervous,about,the,stressful,situation.,
37,appos,singular,gram,e.appos.singular.gram,Was the nurse nervous about the situation?,yes,"The_nurse,",who,called,for,"the_doctor,",clearly,was,nervous,about,the,stressful,situation.,
37,appos,plural,ungram,e.appos.plural.ungram,Was the nurse nervous about the situation?,yes,"The_nurse,",who,called,for,"the_doctors,",clearly,were,nervous,about,the,stressful,situation.,
37,appos,singular,ungram,e.appos.singular.ungram,Was the nurse nervous about the situation?,yes,"The_nurse,",who,called,for,"the_doctor,",clearly,were,nervous,about,the,stressful,situation.,
37,restr,plural,gram,e.restr.plural.gram,Was the nurse nervous about the situation?,yes,The_nurse,who,called,for,the_doctors,clearly,was,nervous,about,the,stressful,situation.,
37,restr,singular,gram,e.restr.singular.gram,Was the nurse nervous about the situation?,yes,The_nurse,who,called,for,the_doctor,clearly,was,nervous,about,the,stressful,situation.,
37,restr,plural,ungram,e.restr.plural.ungram,Was the nurse nervous about the situation?,yes,The_nurse,who,called,for,the_doctors,clearly,were,nervous,about,the,stressful,situation.,
37,restr,singular,ungram,e.restr.singular.ungram,Was the nurse nervous about the situation?,yes,The_nurse,who,called,for,the_doctor,clearly,were,nervous,about,the,stressful,situation.,
38,appos,plural,gram,e.appos.plural.gram,Was the boy scared about the loud noises?,yes,"The_boy,",who,walked,by,"the_dogs,",suddenly,was,scared,about,the,loud_noises,coming_from,a_nearby_building.
38,appos,singular,gram,e.appos.singular.gram,Was the boy scared about the loud noises?,yes,"The_boy,",who,walked,by,"the_dog,",suddenly,was,scared,about,the,loud_noises,coming_from,a_nearby_building.
38,appos,plural,ungram,e.appos.plural.ungram,Was the boy scared about the loud noises?,yes,"The_boy,",who,walked,by,"the_dogs,",suddenly,were,scared,about,the,loud_noises,coming_from,a_nearby_building.
38,appos,singular,ungram,e.appos.singular.ungram,Was the boy scared about the loud noises?,yes,"The_boy,",who,walked,by,"the_dog,",suddenly,were,scared,about,the,loud_noises,coming_from,a_nearby_building.
38,restr,plural,gram,e.restr.plural.gram,Was the boy scared about the loud noises?,yes,The_boy,who,walked,by,the_dogs,suddenly,was,scared,about,the,loud_noises,coming_from,a_nearby_building.
38,restr,singular,gram,e.restr.singular.gram,Was the boy scared about the loud noises?,yes,The_boy,who,walked,by,the_dog,suddenly,was,scared,about,the,loud_noises,coming_from,a_nearby_building.
38,restr,plural,ungram,e.restr.plural.ungram,Was the boy scared about the loud noises?,yes,The_boy,who,walked,by,the_dogs,suddenly,were,scared,about,the,loud_noises,coming_from,a_nearby_building.
38,restr,singular,ungram,e.restr.singular.ungram,Was the boy scared about the loud noises?,yes,The_boy,who,walked,by,the_dog,suddenly,were,scared,about,the,loud_noises,coming_from,a_nearby_building.
39,appos,plural,gram,e.appos.plural.gram,Was the athlete happy about losing the championship?,no,"The_athlete,",who,ran,in,"the_races,",unsurprisingly,was,upset,about,losing,the,championship.,
39,appos,singular,gram,e.appos.singular.gram,Was the athlete happy about losing the championship?,no,"The_athlete,",who,ran,in,"the_race,",unsurprisingly,was,upset,about,losing,the,championship.,
39,appos,plural,ungram,e.appos.plural.ungram,Was the athlete happy about losing the championship?,no,"The_athlete,",who,ran,in,"the_races,",unsurprisingly,were,upset,about,losing,the,championship.,
39,appos,singular,ungram,e.appos.singular.ungram,Was the athlete happy about losing the championship?,no,"The_athlete,",who,ran,in,"the_race,",unsurprisingly,were,upset,about,losing,the,championship.,
39,restr,plural,gram,e.restr.plural.gram,Was the athlete happy about losing the championship?,no,The_athlete,who,ran,in,the_races,unsurprisingly,was,upset,about,losing,the,championship.,
39,restr,singular,gram,e.restr.singular.gram,Was the athlete happy about losing the championship?,no,The_athlete,who,ran,in,the_race,unsurprisingly,was,upset,about,losing,the,championship.,
39,restr,plural,ungram,e.restr.plural.ungram,Was the athlete happy about losing the championship?,no,The_athlete,who,ran,in,the_races,unsurprisingly,were,upset,about,losing,the,championship.,
39,restr,singular,ungram,e.restr.singular.ungram,Was the athlete happy about losing the championship?,no,The_athlete,who,ran,in,the_race,unsurprisingly,were,upset,about,losing,the,championship.,
40,appos,plural,gram,e.appos.plural.gram,Was it the sailor who was scared about the storm?,no,"The_fighter_pilot,",who,flew,towards,"the_planes,",definitely,was,scared,about,the,approaching,storm.,
40,appos,singular,gram,e.appos.singular.gram,Was it the sailor who was scared about the storm?,no,"The_fighter_pilot,",who,flew,towards,"the_plane,",definitely,was,scared,about,the,approaching,storm.,
40,appos,plural,ungram,e.appos.plural.ungram,Was it the sailor who was scared about the storm?,no,"The_fighter_pilot,",who,flew,towards,"the_planes,",definitely,were,scared,about,the,approaching,storm.,
40,appos,singular,ungram,e.appos.singular.ungram,Was it the sailor who was scared about the storm?,no,"The_fighter_pilot,",who,flew,towards,"the_plane,",definitely,were,scared,about,the,approaching,storm.,
40,restr,plural,gram,e.restr.plural.gram,Was it the sailor who was scared about the storm?,no,The_fighter_pilot,who,flew,towards,the_planes,definitely,was,scared,about,the,approaching,storm.,
40,restr,singular,gram,e.restr.singular.gram,Was it the sailor who was scared about the storm?,no,The_fighter_pilot,who,flew,towards,the_plane,definitely,was,scared,about,the,approaching,storm.,
40,restr,plural,ungram,e.restr.plural.ungram,Was it the sailor who was scared about the storm?,no,The_fighter_pilot,who,flew,towards,the_planes,definitely,were,scared,about,the,approaching,storm.,
40,restr,singular,ungram,e.restr.singular.ungram,Was it the sailor who was scared about the storm?,no,The_fighter_pilot,who,flew,towards,the_plane,definitely,were,scared,about,the,approaching,storm.,
41,appos,plural,gram,e.appos.plural.gram,Was the child talented at drawing complex shapes?,yes,"The_child,",who,drew,on,"the_pictures,",apparently,was,rather,talented,at,drawing,complex_shapes.,
41,appos,singular,gram,e.appos.singular.gram,Was the child talented at drawing complex shapes?,yes,"The_child,",who,drew,on,"the_picture,",apparently,was,rather,talented,at,drawing,complex_shapes.,
41,appos,plural,ungram,e.appos.plural.ungram,Was the child talented at drawing complex shapes?,yes,"The_child,",who,drew,on,"the_pictures,",apparently,were,rather,talented,at,drawing,complex_shapes.,
41,appos,singular,ungram,e.appos.singular.ungram,Was the child talented at drawing complex shapes?,yes,"The_child,",who,drew,on,"the_picture,",apparently,were,rather,talented,at,drawing,complex_shapes.,
41,restr,plural,gram,e.restr.plural.gram,Was the child talented at drawing complex shapes?,yes,The_child,who,drew,on,the_pictures,apparently,was,rather,talented,at,drawing,complex_shapes.,
41,restr,singular,gram,e.restr.singular.gram,Was the child talented at drawing complex shapes?,yes,The_child,who,drew,on,the_picture,apparently,was,rather,talented,at,drawing,complex_shapes.,
41,restr,plural,ungram,e.restr.plural.ungram,Was the child talented at drawing complex shapes?,yes,The_child,who,drew,on,the_pictures,apparently,were,rather,talented,at,drawing,complex_shapes.,
41,restr,singular,ungram,e.restr.singular.ungram,Was the child talented at drawing complex shapes?,yes,The_child,who,drew,on,the_picture,apparently,were,rather,talented,at,drawing,complex_shapes.,
42,appos,plural,gram,e.appos.plural.gram,Was the researcher disappointed with the reviews?,no,"The_researcher,",who,wrote,about,"the_articles,",clearly,was,quite,happy,with,the,reviews.,
